timestamp,sample_number,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
2.437695,456,1,-4,-5,-4,-2,-1,-2,1
2.437728,457,-2,-3,-4,-5,-3,-1,-1,-1
2.439028,458,-1,0,6,3,2,-2,0,0
2.439043,459,1,3,4,6,-2,-1,0,0
2.460799,460,1,1,1,-4,1,-2,1,-2
2.460812,461,-3,-3,1,1,-2,0,-2,-3
2.461468,462,0,0,-2,-3,-2,-2,-2,-1
2.461481,463,-3,-2,-5,-1,0,-1,-3,0
2.474218,464,-1,0,-1,0,-1,-1,0,0
2.474234,465,2,-1,-8,-3,-2,-3,0,-2
2.481198,466,-2,-6,-2,1,-2,0,-1,1
2.481219,467,-4,1,2,-3,-2,0,-1,-2
2.497501,468,-2,2,-1,5,-2,-2,-2,-2
2.497518,469,-1,0,3,-3,-1,0,0,0
2.498879,470,-2,-2,-5,1,-1,-1,-1,-1
2.498891,471,0,-5,-4,-2,-2,0,-1,-1
2.519994,472,-1,-1,-2,-9,0,-1,-1,-2
2.520015,473,0,0,-1,2,-3,-1,1,-1
2.521538,474,0,2,6,1,0,-1,1,-1
2.521634,475,2,1,-3,2,1,0,1,-1
2.534364,476,-1,-3,-1,-3,0,-2,-1,-1
2.534386,477,-1,-1,-2,0,0,-1,-1,0
2.541306,478,-1,-1,-5,-9,-3,0,-2,-1
2.541334,479,-1,-3,0,1,-2,-2,-2,0
2.557462,480,-1,1,2,2,0,1,-1,-2
2.557480,481,0,-2,-4,-2,-2,0,-1,0
2.558930,482,1,1,-1,1,2,0,1,-1
2.558945,483,-2,-3,0,-1,0,1,0,-1
2.580092,484,0,-3,-4,-2,-2,-1,-1,-1
2.580110,485,-3,4,4,0,1,-1,0,-2
2.581629,486,0,-3,-4,-1,-1,-2,0,-1
2.581760,487,0,1,1,-1,-1,0,-1,-4
2.594330,488,-1,-2,-4,-3,0,0,-1,0
2.594352,489,-3,-1,0,0,-1,0,1,1
2.601399,490,-1,1,4,1,0,0,-2,1
2.601417,491,-3,-4,-1,-1,-3,-1,-1,0
2.617490,492,-1,-1,-1,1,1,0,-1,-2
